file_path,entry_name,detected_type,record_type,record_id,status,base_price,estimated_minutes
"/home/dima/Стільниця/Модули/Главная страница.txt","Призыв к сотрудничеству для привлечения новых специалистов и компаний.",service,service_type,114,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Контактная Информация и Карта",service,service_type,115,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Адреса, телефоны, email. Интерактивная карта с расположением офиса.",service,service_type,116,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Футер (Подвал сайта)",service,service_type,117,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Ссылки на социальные сети, пользовательское соглашение, политику конфиденциальности, карту сайта, авторские права.",service,service_type,118,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","### 4. Управление Главной Страницей через CMS Engine",service,service_type,119,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","CMS Engine будет иметь специальный раздел для управления главной страницей",service,service_type,120,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Конструктор Главной Страницы",service,service_type,121,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Позволит администратору настраивать порядок блоков, их видимость.",service,service_type,122,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Загружать медиафайлы для слайдера (видео, изображения).",service,service_type,123,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Редактировать тексты, заголовки, CTA",service,service_type,124,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Управлять содержимым карточек услуг в 3D",service,service_type,125,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Настраивать параметры анимаций и параллакса (если CMS поддерживает такой уровень детализации).",service,service_type,126,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt",Медиа,service,service_type,127,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt",SEO,service,service_type,128,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","### 5. Технические Требования для Главной Страницы",service,service_type,129,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt",Фронтенд,service,service_type,130,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Оптимизация производительности",service,service_type,131,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt","Адаптивный дизайн (Responsive Design)",service,service_type,132,created,,
"/home/dima/Стільниця/Модули/Главная страница.txt",API,service,service_type,133,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Полноценный Модуль ""GLF Deliveri",service,service_type,134,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Назначение и Цели Модуля",service,service_type,135,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Назначение,service,service_type,136,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Цели,service,service_type,137,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Максимальная Удобство для Пользователя (UX)",service,service_type,138,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оптимизация Операционной Эффективности",service,service_type,139,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Персонализация,service,service_type,140,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Масштабируемость,service,service_type,141,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Глубокая Интеграция",service,service_type,142,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Использование Передовых Технологий",service,service_type,143,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Прозрачность,service,service_type,144,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Основные Роли в Системе",service,service_type,145,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Клиент,service,service_type,146,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Курьер/Закупщик (Shopper",service,service_type,147,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Диспетчер,service,service_type,148,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Администратор,service,service_type,149,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Партнер (Магазин/Ресторан/Продавец крупногабарита)",service,service_type,150,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Системный Интегратор (для GLF BiKube)",service,service_type,151,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Архитектура Системы (Высокоуровневая)",product,product,12,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"API Gateway",service,service_type,152,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Основные Сервисы (Core Services)",service,service_type,153,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"User Management Service",service,service_type,154,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Order Management Service",service,service_type,155,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Payment & Financial Service",service,service_type,156,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Notification Service",service,service_type,157,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Geo & Routing Service",service,service_type,158,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Logging & Monitoring Service",service,service_type,159,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Personalization & Recommendation Engine",service,service_type,160,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Специфические Сервисы (Sub",service,service_type,161,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Grocery Delivery Service",service,service_type,162,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Bulky Goods Delivery Service",service,service_type,163,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Prepared Food Delivery Service",service,service_type,164,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Общая Инфраструктура",service,service_type,165,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"База Данных",service,service_type,166,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Система Очередей Сообщений (Message Queue)",service,service_type,167,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Облачная Инфраструктура",service,service_type,168,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Ключевые Функциональные Компоненты",service,service_type,169,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Клиентские Интерфейсы (Веб/Мобильное Приложение)",service,service_type,170,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Единый Вход и Профиль",service,service_type,171,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Главный Экран",service,service_type,172,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"""Умный"" Поиск и Персонализация",service,service_type,173,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Глобальный поиск по всем доступным товарам/услугам.",service,service_type,174,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Персонализированные рекомендации товаров, ресторанов, услуг на основе истории, предпочтений, сезона.",service,service_type,175,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"""Умный"" список покупок с предложениями на основе частых заказов.",product,product,13,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Универсальная Корзина/Заказ",service,service_type,176,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Возможность добавлять товары из разных под",service,service_type,177,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Система предложит оптимальные сценарии доставки для разных типов товаров.",service,service_type,178,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Детальное Отслеживание Заказа (Real",service,service_type,179,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Карта с местоположением курьера и прогнозируемым временем прибытия (ETA).",service,service_type,180,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Лента статусов заказа с push",service,service_type,181,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Встроенный Чат",service,service_type,182,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Оплата,service,service_type,183,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Программа Лояльности",service,service_type,184,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Голосовое управление/Чат",service,service_type,185,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Под,service,service_type,186,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Единый Сводный Каталог Продуктов",service,service_type,187,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Агрегация товаров из разных магазинов",service,service_type,188,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Детальные карточки товаров с информацией о наличии и ценах в конкретных магазинах.",service,service_type,189,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Расширенный поиск, фильтры по категориям, брендам, диетическим предпочтениям, акциям.",service,service_type,190,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Мульти,service,service_type,191,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оптимизация на основе цены, скорости или ""зеленого"" выбора.",service,service_type,192,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление Заменами (AI",service,service_type,193,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Для каждого товара в корзине",service,service_type,194,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Операционный Флоу для Курьера",service,service_type,195,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оптимизированный список покупок по маршруту внутри магазина.",product,product,14,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Функция сканирования штрих",service,service_type,196,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Встроенный чат с клиентом для согласования замен с возможностью отправки фото полок.",service,service_type,197,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Функция фотофиксации и загрузки чека, автоматическое распознавание позиций (OCR) и корректировка итоговой суммы заказа.",service,service_type,198,created,,
/home/dima/Стільниця/Модули/Доставка.txt,IoT,service,service_type,199,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Интеграции,service,service_type,200,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Глубокая API",service,service_type,201,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Возможность использования собственных микро",service,service_type,202,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Пошаговый Калькулятор Доставки",service,service_type,203,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Что везем",service,service_type,204,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Откуда/Куда,service,service_type,205,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Услуги,service,service_type,206,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Дополнительное оборудование",service,service_type,207,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Планирование и Бронирование",service,service_type,208,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Выбор удобного временного слота из доступных.",service,service_type,209,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Система рекомендует оптимальные слоты для экономии клиента и ресурсов.",service,service_type,210,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Предиктивная Оценка и Оптимизация",service,service_type,211,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оптимизация маршрутов и загрузки транспорта для нескольких заказов.",service,service_type,212,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Операционный Флоу для Исполнителя (Courier App)",service,service_type,213,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Детальный бриф по заказу",service,service_type,214,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Инструменты для фиксации выполнения доп. услуг (фото, подпись клиента).",service,service_type,215,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление в Админ",service,service_type,216,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Гибкий Тарифный Калькулятор",service,service_type,217,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление Ресурсами",service,service_type,218,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Автоматизированное Формирование Бригад",service,service_type,219,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Расширенное Управление Ресторанами",service,service_type,220,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Полный каталог ресторанов с фильтрами по кухне, рейтингу, цене, акциям, времени доставки.",service,service_type,221,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оцифрованное меню",service,service_type,222,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Инструменты для ресторанов по обновлению меню, стоп",service,service_type,223,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Мгновенная Передача Заказа и Предиктивная Готовность",service,service_type,224,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Параллельное Назначение Курьера (Predictive Dispatch)",service,service_type,225,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Динамический расчет ETA с учетом времени готовки, времени в пути, пробок.",service,service_type,226,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Операционный Флоу для Курьера (Courier App)",service,service_type,227,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Детали заказа, маршрут до ресторана, маршрут до клиента.",service,service_type,228,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Уведомления о готовности заказа.",service,service_type,229,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Дополнительные Функции",service,service_type,230,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Групповые заказы, корпоративные аккаунты.",service,service_type,231,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Поддержка ""темных кухонь"" (Dark Kitchens).",service,service_type,232,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Динамическое ценообразование и акции в зависимости от спроса/времени суток.",service,service_type,233,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Полное управление списком ресторанов, их меню, графиками.",service,service_type,234,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Настройка комиссий для партнеров, финансовый модуль.",service,service_type,235,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Панель Диспетчера (Dispatcher Panel)",service,service_type,236,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Централизованный Дашборд",service,service_type,237,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Интерактивная карта с отображением всех активных заказов, курьеров (статус, местоположение, маршрут).",service,service_type,238,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Обзор очередей заказов по под",service,service_type,239,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление Заказами",service,service_type,240,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Просмотр, редактирование, отмена, переназначение заказов.",service,service_type,241,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление Курьерами/Ресурсами",service,service_type,242,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Мониторинг доступности, загрузки, производительности курьеров.",service,service_type,243,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление сменами, графиками.",service,service_type,244,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Распределение заданий на закупку для продуктового модуля.",service,service_type,245,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Система Инцидентов и Оповещений",service,service_type,246,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Автоматические оповещения о потенциальных проблемах (задержки, низкий заряд батареи у курьера, ДТП).",service,service_type,247,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Инструменты для быстрого реагирования и решения проблем.",service,service_type,248,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Коммуникационный Центр",service,service_type,249,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Чат с клиентами, курьерами, ресторанами.",service,service_type,250,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Возможность совершать звонки через платформу.",service,service_type,251,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Административная Панель (Admin Panel)",service,service_type,252,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Полное Управление Пользователями и Ролями",service,service_type,253,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Управление Контентом и Каталогами",service,service_type,254,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Продукты (для Grocery)",service,service_type,255,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Рестораны и Меню (для Food)",service,service_type,256,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Тарифы (для Bulky)",service,service_type,257,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Настройка Бизнес",service,service_type,258,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Конструктор правил для автоматизации (например, правила замен, скидки, пороги для бесплатных доставок).",service,service_type,259,created,,
/home/dima/Стільниця/Модули/Доставка.txt,A/B,service,service_type,260,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Аналитика и Отчетность",service,service_type,261,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Продвинутые дашборды с ключевыми метриками",service,service_type,262,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Возможность генерации кастомных отчетов.",service,service_type,263,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Предиктивная аналитика спроса и предложения.",service,service_type,264,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Мониторинг Системы",service,service_type,265,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Журналы Аудита",service,service_type,266,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"GLF BiKube Экосистема",service,service_type,267,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"""Мастер на час""",service,service_type,268,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"""Эко",service,service_type,269,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Единый профиль пользователя и программа лояльности.",service,service_type,270,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Общий платежный шлюз.",service,service_type,271,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Внешние Интеграции",service,service_type,272,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Платежные системы",service,service_type,273,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Картографические сервисы",service,service_type,274,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"API Магазинов/Ресторанов",service,service_type,275,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Сервисы рассылки SMS/Email",service,service_type,276,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Сервисы Push",service,service_type,277,created,,
/home/dima/Стільниця/Модули/Доставка.txt,OCR,service,service_type,278,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Системы ""Умного дома""",service,service_type,279,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Технологический Стек (Рекомендации)",service,service_type,280,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Backend,service,service_type,281,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Frontend (Web)",service,service_type,282,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Frontend (Mobile)",service,service_type,283,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Базы Данных",service,service_type,284,created,,
/home/dima/Стільниця/Модули/Доставка.txt,PostgreSQL,service,service_type,285,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Redis,service,service_type,286,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Elasticsearch,service,service_type,287,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Очереди Сообщений",service,service_type,288,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Cloud Платформа",service,service_type,289,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Контейнеризация,service,service_type,290,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Оркестрация,service,service_type,291,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Serverless,service,service_type,292,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Геолокация,service,service_type,293,created,,
/home/dima/Стільниця/Модули/Доставка.txt,AI/ML,service,service_type,294,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Мониторинг,service,service_type,295,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Real,service,service_type,296,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Метрики Успеха и Аналитика",service,service_type,297,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Время Доставки (ETA Accuracy)",service,service_type,298,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Количество Отмененных Заказов",service,service_type,299,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Уровень Удовлетворенности Клиентов (NPS, Рейтинги)",service,service_type,300,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Операционная Эффективность",service,service_type,301,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Рентабельность,service,service_type,302,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Использование Функционала",service,service_type,303,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Конверсия,service,service_type,304,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Повторные Заказы (Retention Rate).",service,service_type,305,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Процент успешных замен (для Grocery).",service,service_type,306,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Процент свободных/занятых курьеров/ресурсов.",service,service_type,307,created,,
/home/dima/Стільниця/Модули/Доставка.txt,Безопасность,service,service_type,308,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Аутентификация и Авторизация",service,service_type,309,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Шифрование данных",service,service_type,310,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Защита API",service,service_type,311,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Аудит безопасности",service,service_type,312,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Соответствие законодательству",service,service_type,313,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Резервное копирование и восстановление данных.",service,service_type,314,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Этапы Разработки (Рекомендованный Подход)",service,service_type,315,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"MVP (Minimum Viable Product)",service,service_type,316,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Реализация базового Core",service,service_type,317,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Выбор одного под",service,service_type,318,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Расширение Под",service,service_type,319,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Постепенное добавление функционала для ""Доставки Продуктов"" (каталог, закупки, ручные замены).",service,service_type,320,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Затем ""Крупногабаритная Доставка"" (калькулятор, базовое планирование).",service,service_type,321,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Глубокие Интеграции и Автоматизация",service,service_type,322,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Интеграции с POS",service,service_type,323,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Разработка и внедрение AI/ML",service,service_type,324,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Интеграция с экосистемой GLF BiKube.",service,service_type,325,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Оптимизация и Масштабирование",service,service_type,326,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Постоянный мониторинг, анализ производительности, улучшение алгоритмов.",service,service_type,327,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Внедрение продвинутых функций (групповые заказы, динамическое ценообразование, расширенные дашборды).",service,service_type,328,created,,
/home/dima/Стільниця/Модули/Доставка.txt,"Географическое расширение.",service,service_type,329,created,,
"/home/dima/Стільниця/Модули/Лк Партнёра.txt","Расширенный Личный Кабинет GLF BiKube",service,service_type,330,created,,
"/home/dima/Стільниця/Модули/Лк Партнёра.txt","### 1. Основа",service,service_type,331,created,,
"/home/dima/Стільниця/Модули/Лк Партнёра.txt","Проактивные Уведомления и Рекомендации",service,service_type,332,created,,
